债券简称,成交净价,最新收益率,涨跌,加权收益率,交易量
25泉州国资MTN001A,100.39,1.9,,1.9,0.3
24建行债01A,100.75,1.57,1.0,1.57,0.3
24苏州银行01,100.63,1.64,-1.0,1.64,0.3
23长安银行小微债,100.44,1.6338,1.0,1.6338,0.3
24海诺投资MTN002,101.37,1.86,,1.86,0.3
25江苏债17,97.59,2.3375,-0.03,2.3375,0.3
25东莞银行债02,100.23,1.75,-3.0,1.75,0.3
25成都农商行二级资本债01,100.26,2.2688,1.56,2.2688,0.3
25中国平煤MTN001,101.25,,,,0.3
24华阳新材MTN006,102.15,2.2005,,2.2005,0.3
26嘉兴产业MTN001,100.5,2.1,-1.05,2.1,0.3
24海格通信MTN001(科创票据),100.54,1.7667,-3.33,1.7667,0.3
21汉江国资MTN002,100.37,1.6403,0.06,1.6403,0.3
26广州高新MTN001,99.96,1.909,0.9,1.909,0.3
25娄底城发MTN002,101.61,2.6805,1.05,2.6803,0.3
25上饶创新MTN001,101.16,2.1939,-4.61,2.1935,0.3
24兆润投资MTN002,101.03,1.5423,-15.77,1.5423,0.3
23中建MTN002,100.46,,,,0.3
25恒廷实业MTN001,100.99,1.88,-1.08,1.88,0.3
24宜宾发展MTN004,101.44,2.1558,0.01,2.1558,0.3
25睿晨ABN008优先,99.94,,,,0.3
25中交一公SCP014,100.01,1.6403,1.0,1.6403,0.3
24广东债93,101.67,2.138,,2.1393,0.3
25建行小微债01BC,100.37,1.7,0.5,1.7,0.3
25长寿投资MTN007,100.3,2.22,4.87,2.22,0.3
23苏科技城MTN005,100.42,1.6999,,1.6999,0.3
25威海银行绿色债,100.09,1.815,-1.5,1.815,0.3
26蒙牛SCP003,99.98,1.6099,1.0,1.6099,0.3
25泉州城建MTN002A,100.12,1.94,-2.89,1.94,0.3
23四川债59,109.4,2.34,2.25,2.3375,0.3
23龙阳天府PPN001,101.44,6.4832,,6.484,0.3
24工银金租债02,100.89,1.6,1.0,1.6,0.3
26惠农文旅PPN001,100.0,2.1997,-0.02,2.1997,0.3
23四川债10,108.17,1.7475,0.1,1.7475,0.3
25南电MTN013,100.04,1.93,1.5,1.93,0.3
24加拿大银行债02BC,100.14,,,,0.3
25上海城开MTN001,100.16,1.9157,-0.43,1.9157,0.3
24上海银行债01,100.81,1.6,-1.0,1.6,0.3
26太重CP001(科创债),100.0,2.2991,-0.08,2.2991,0.3
25思明国控MTN001,100.39,1.88,,1.88,0.3
25广东债49,96.26,2.5,,2.5,0.3
23人寿再保险资本补充债01,103.27,3.3766,-0.92,3.3766,0.3
24洛阳城投MTN005,101.06,2.24,1.0,2.24,0.3
21广州银行二级,100.56,4.1743,0.26,4.1743,0.3
25华电租赁SCP010,100.05,1.65,-0.99,1.65,0.3
25晋能电力MTN011,98.11,2.79,-1.78,2.79,0.3
24南浔交通PPN005,101.08,2.3489,-1.29,2.3489,0.3
23上海农商绿色债01,100.38,1.5499,1.0,1.5499,0.3
25徽银金租债01,100.17,1.82,-1.0,1.82,0.3
23上海银行债02,100.38,1.55,1.0,1.55,0.3
26长江出版MTN001,100.14,1.97,1.0,1.97,0.3
23嘉秀发展MTN001,100.91,1.69,,1.69,0.3
25金隅MTN005,99.67,,,,0.3
25华电江苏SCP026,100.0,1.5819,,1.5819,0.3
26随州城建PPN001,101.65,2.7108,-16.17,2.7108,0.3
23瀚瑞投资MTN002,101.02,1.6814,-4.86,1.6876,0.3
23金茂投资MTN001,100.14,2.0499,-1.95,2.0499,0.3
25太湖新城MTN005,101.83,2.5816,-0.75,2.5816,0.3
26吴中经发SCP004,99.98,1.68,3.01,1.68,0.3
21华润MTN001,100.95,1.6,1.0,1.6,0.3
24佛燃能源MTN003,100.98,,,,0.3
26珠海水务SCP001,100.0,1.6399,,1.6399,0.3
25五矿集MTN021,100.76,,,,0.3
25鲁钢铁MTN009,100.61,,,,0.3
25五矿集MTN020,100.65,,,,0.3
25兴城投资MTN002A,100.45,,,,0.3
23国开15,105.69,1.87,-0.25,1.87,0.3
23华阳新材MTN010,100.66,1.4971,-0.29,1.4971,0.3
24农发清发17,101.24,1.77,1.0,1.77,0.3
24青岛地铁PPN002,100.64,1.7398,,1.7398,0.3
20昆高新债,40.51,1.7,-4.98,1.7,0.3
24先进制造PPN001(科创票据),100.53,2.1116,-0.43,2.1116,0.3
24驻马店投MTN003,101.29,2.24,,2.24,0.3
25津保投MTN004,100.98,1.97,-1.79,1.97,0.3
24濮阳投资MTN001,102.33,2.29,-2.0,2.29,0.3
26滨湖建设SCP005,100.0,1.6399,,1.6399,0.3
23齐鲁银行小微债01,100.39,1.585,-2.0,1.585,0.3
26张家经开MTN001,100.11,1.96,-1.6,1.96,0.3
24西安高新MTN007,101.27,,,,0.3
26国网租赁SCP005,100.02,1.63,1.0,1.63,0.3
24江苏债29,96.65,2.3723,3.23,2.3723,0.3
24陕延油MTN005,102.88,,,,0.3
25杭州热联SCP007,100.0,1.7005,-0.96,1.7005,0.3
25川桥债01,100.07,2.08,2.06,2.08,0.3
23先行控股PPN004,101.06,1.7384,-6.26,1.7384,0.3
26珠海港MTN002(并购),100.02,2.2052,-0.48,2.2052,0.3
23淮安文旅PPN001,101.56,1.7664,-5.88,1.7664,0.3
24运和城投PPN001,101.27,2.7757,0.05,2.7757,0.3
24高淳经开MTN011,100.27,1.7226,-6.13,1.7226,0.3
26中国医疗SCP001,100.01,1.66,-2.99,1.66,0.3
26湖南债05,98.64,2.515,-0.25,2.515,0.3
25鲁高速GN005(碳中和债),100.17,1.78,1.0,1.78,0.3
25龙源电力MTN004,100.26,1.65,1.0,1.65,0.3
24中建投租MTN001,100.87,1.7754,1.54,1.7754,0.3
25越秀集团MTN013,100.63,,,,0.3
24中盐MTN003,100.87,1.71,-5.0,1.71,0.3
25北控水集MTN003,100.94,2.03,1.0,2.03,0.3
23平安银行小微债,100.1,1.5799,1.0,1.5799,0.3
25华润控股MTN004A,99.38,2.18,-3.38,2.18,0.3
25电网MTN003,99.73,1.9176,0.44,1.9176,0.3
23长沙经开MTN002,100.58,2.9397,,2.9397,0.3
25青岛城投MTN009A,100.2,,,,0.3
25江苏债51,99.13,2.3,-0.5,2.3,0.3
15进出19,117.03,1.96,-0.5,1.96,0.3
21上海债02,100.71,0.9999,,0.9999,0.3
25华电股MTN007(能源保供特别债),100.2,,,,0.28
25慢城集团MTN001,101.0,2.46,1.0,2.46,0.28
24泰山财金MTN001A,101.28,2.8871,-0.04,2.8871,0.28
21惠民城建PPN001,100.13,2.26,-2.13,2.2678,0.28
24西安浐灞PPN002,102.45,3.0661,49.86,3.0676,0.28
24黄石城发PPN002,100.85,1.8771,2.0,1.8771,0.28
25金舵投资PPN001A,100.39,2.704,3.83,2.704,0.28
24蜀道投资MTN002,103.08,1.7198,-13.02,1.7198,0.27
25中铝集MTN004,99.69,,,,0.26
25和惠ABN004优先A1,99.99,,,,0.26
24和盛ABN001优先B,100.0,,,,0.25
24苏州国际MTN004,100.52,1.7284,-1.16,1.7284,0.25
26夏商SCP006,100.0,1.6523,0.24,1.6523,0.24
25三门峡CP003,100.1,1.74,-8.72,1.7481,0.24
22重庆水务MTN003,101.63,1.9723,-1.36,1.9723,0.23
24衢州国资MTN001,101.0,1.7115,2.15,1.7115,0.22
25晋路桥MTN002,100.12,,,,0.21
24石狮产投PPN001,100.74,1.9009,,1.9014,0.205
24农发清发绿债01,100.09,1.2999,0.01,1.2999,0.2
25广西债28,100.61,1.99,1.0,1.99,0.2
24湘高速MTN017,100.7,1.75,1.0,1.75,0.2
25鲁钢铁MTN016B,100.34,,,,0.2
20附息国债07,134.27,2.455,2.9,2.455,0.2
20宁波债22,121.73,2.195,,2.195,0.2
25萍乡创新MTN001B,102.71,2.5813,,2.5813,0.2
25洪山国投MTN002,100.69,2.24,3.0,2.2394,0.2
25长寿开投PPN001A,103.19,2.5816,-1.97,2.58,0.2
25中国银行CD050,98.43,1.5299,1.49,1.5299,0.2
24海发集团MTN001,101.1,1.7497,-5.49,1.7497,0.2
25华阳新材MTN003,100.32,1.99,,1.99,0.2
24日照城投MTN001,101.93,2.14,1.0,2.14,0.2
23中行二级资本债02A,103.6,2.7138,-0.47,2.7138,0.2
26中建四局MTN001(科创债),99.86,2.02,1.0,2.015,0.2
26苏澳租赁PPN001,100.09,2.1481,-2.19,2.1441,0.2
24中电投MTN014B,101.01,,,,0.2
25鲁宏桥MTN003(科创票据),100.81,2.1998,-0.67,2.1998,0.2
26中兴通讯MTN002,99.27,1.95,2.0,1.95,0.2
26湖南债10,99.73,2.4875,1.76,2.4874,0.2
23江北新区MTN005,103.81,1.85,-4.0,1.85,0.2
23江北新区MTN006,103.63,1.85,-1.0,1.85,0.2
24成都银行二级资本债02,100.61,2.1088,0.07,2.1088,0.2
24上饶城投PPN001B,102.85,2.2982,0.61,2.3,0.2
25成都工投MTN001,100.06,2.1733,-1.11,2.1733,0.2
25渝惠通MTN001,100.92,1.843,,1.843,0.2
24张家建设MTN001,101.0,2.5294,-9.77,2.5286,0.2
24杭州银行二级资本债01,100.65,2.0643,1.29,2.0647,0.2
24达州投资PPN001B,100.75,2.1594,,2.1594,0.2
25鲁钢铁MTN013A,100.59,,,,0.2
26青岛海创MTN002,100.0,2.5999,1.0,2.5999,0.2
24新余城建MTN002,101.02,1.85,-1.0,1.85,0.2
24融发腾达PPN001(科创票据),102.33,3.1296,-1.68,3.1288,0.2
24长春公交MTN003,102.33,,,,0.2
24上海银行二级资本债01,100.7,2.0581,1.0,2.0581,0.2
24芜湖宜居MTN001,101.01,1.6901,-3.99,1.6901,0.2
22中节能MTN006,102.05,1.7136,-1.22,1.7136,0.2
25东财证券CP004,100.04,1.5471,-8.3,1.5471,0.2
25明水国开PPN001B,102.46,3.0986,,3.1003,0.2
24泉州台商MTN001,101.17,2.6571,,2.6571,0.2
23珠海正方MTN002,100.65,1.7103,,1.7103,0.2
24寿光金旭PPN001,102.44,3.1095,38.37,3.1082,0.2
25景国资MTN002,100.57,2.12,1.0,2.1213,0.2
21漳州交运PPN003,102.06,1.7011,-2.3,1.7011,0.2
24北方企业MTN001,101.08,1.7,1.0,1.7,0.2
25中粮MTN007,100.09,,,,0.2
24濮阳国资MTN001B,104.74,2.28,-8.85,2.28,0.2
26今世缘CP001,100.05,1.72,-0.45,1.72,0.2
21江门高新MTN001,100.84,1.7301,-2.25,1.7301,0.2
24巨峰科技PPN001,100.49,2.5142,-6.02,2.5142,0.2
26长寿开投PPN001,100.0,1.9947,-0.53,1.9958,0.2
21大横琴MTN002(绿色),101.27,1.7001,-2.0,1.7001,0.2
23陕西旅游MTN002,102.14,1.8199,,1.8199,0.2
24悦达PPN004,101.27,2.2,,2.2,0.2
25昆明产投CP002,100.06,2.1823,,2.1762,0.2
25株国投MTN003B,100.3,2.53,,2.5307,0.2
25水发集团MTN001,101.03,2.4045,-2.29,2.4054,0.2
23宁波银行01,100.13,1.5199,0.01,1.5199,0.2
24交行二级资本债01A,101.75,2.2115,0.95,2.211,0.2
25鄂联投MTN011,100.56,,,,0.2
24西安高新MTN005,100.99,1.96,-1.0,1.96,0.2
26通威GN002(科创债),99.88,2.1605,6.05,2.1605,0.2
25苏交通MTN005,99.6,1.9288,-1.12,1.9294,0.2
26苏州高新MTN002,99.49,1.92,-1.0,1.92,0.2
24电网MTN005,100.58,1.7,-1.5,1.7,0.2
25滨建投MTN007,100.31,2.11,1.0,2.111,0.2
25鲁中控股PPN002,102.21,3.95,-4.04,3.9488,0.2
22张家界专项债02,96.67,2.6771,,2.6761,0.2
24华夏金租债02BC,100.59,1.62,,1.62,0.2
25神达能源MTN004,100.39,2.1524,-0.2,2.1519,0.2
25水发集团MTN006,100.29,,,,0.2
26嘉兴产业MTN002,100.14,1.89,-1.0,1.885,0.2
25大足发展PPN001,101.37,2.19,,2.18,0.2
24淄博城资MTN005B,99.41,3.2011,0.11,3.2,0.2
23相城市政MTN001,100.51,1.6801,,1.6801,0.2
25涪陵新城MTN001A,102.29,2.26,0.09,2.26,0.2
25重庆三峡银行永续债01,100.84,,,,0.2
24佛山建设MTN001,100.89,,,,0.2
23阜阳投资PPN004,101.39,1.71,,1.71,0.2
25济宁高新MTN003,100.91,2.2733,-0.67,2.2734,0.2
24杭银消费债01,101.05,1.6475,-3.25,1.6475,0.2
25寿光金鑫CP001,100.13,2.0801,-7.99,2.0801,0.2
25首旅MTN007,100.34,,,,0.2
24中电投MTN019,100.44,1.69,-1.59,1.69,0.2
25运城城投MTN003,100.33,2.11,1.0,2.11,0.2
24信阳建投MTN003,101.93,2.32,,2.32,0.2
24滨江投资PPN001,101.11,1.73,,1.73,0.2
24京城建MTN002B,102.2,,,,0.2
24潍坊城建MTN003A,101.47,1.84,-3.49,1.84,0.2
21兴泸PPN001,100.27,1.6899,-4.02,1.6899,0.2
25华电股MTN008,100.2,,,,0.2
25天恒置业MTN004,99.92,2.58,10.0,2.575,0.2
23阳光人寿资本补充债01,104.23,3.8477,-0.2,3.8482,0.2
25晋江城投MTN003,100.73,2.0088,-0.41,2.0088,0.2
24晋能电力MTN005,101.55,2.0281,,2.03,0.2
26西安高新MTN001B,100.0,2.7899,1.0,2.7899,0.2
24豫航空港MTN016,101.53,2.22,1.0,2.2209,0.2
25老河口PPN001,102.58,3.2074,0.14,3.2025,0.2
23甘公投MTN004,100.06,1.6702,-2.99,1.6702,0.2
22农发清发02,103.6,1.65,1.5,1.65,0.2
25附息国债05,100.29,1.3,1.0,1.2975,0.2
24商丘发展MTN001(项目收益),101.35,2.6133,-0.89,2.6136,0.2
22衡阳城投MTN002,100.86,1.7741,-2.59,1.7741,0.2
24苏州高新MTN008,100.88,,,,0.2
23桂交投MTN003,100.49,1.6501,,1.6501,0.2
24辽成大MTN001,100.9,3.27,0.26,3.27,0.2
25昆明城建MTN002,100.27,1.9628,,1.9628,0.2
24亦庄投资MTN004B,102.16,2.36,,2.3595,0.2
25萍乡创新MTN001A,100.3,2.6057,41.57,2.6044,0.2
25新疆金投MTN002,99.7,2.7607,7.46,2.7607,0.2
23上海债11,107.98,1.7575,,1.7575,0.2
23江苏债17,106.45,1.7725,-1.35,1.7725,0.2
23浙江债35,106.38,1.775,-0.25,1.775,0.2
24济宁国投MTN001A,100.15,2.2,-136.69,2.2,0.2
26大唐集SCP001,100.0,1.5504,0.04,1.5504,0.2
20国开04,101.78,1.3001,-17.99,1.3001,0.2
25库尔勒PPN001,102.56,2.5,-26.45,2.5,0.2
22嘉善国资MTN001,102.47,1.7,,1.7,0.2
25曲文投MTN003,100.97,3.752,5.45,3.751,0.2
25中电投MTN017,100.09,,,,0.2
24南京银行01,100.37,1.9274,31.24,1.9253,0.2
26福建债06,99.17,1.8375,,1.8375,0.2
25云天化MTN004(科创债),99.53,2.1561,-0.04,2.155,0.2
26中燃气MTN002,100.56,2.3856,-3.44,2.3856,0.2
25宜春交通MTN003,100.32,1.92,,1.92,0.2
25靖江城投PPN002,100.49,2.09,1.0,2.091,0.2
24杭银消费债03,100.63,1.7,1.0,1.7,0.2
23武侯资本PPN003,100.2,2.1916,-0.11,2.1904,0.2
24郑州公用MTN001,101.06,1.7,,1.7,0.2
24诚通控股MTN004B,110.28,2.66,,2.66,0.2
25威海热电MTN002,101.01,2.39,,2.3888,0.2
24京国资MTN005,100.83,1.725,-0.5,1.725,0.2
25象屿CP002,100.02,1.7087,1.0,1.7087,0.2
25太重MTN003(科创票据),100.34,2.76,,2.759,0.2
25四川发电MTN001,100.25,1.92,,1.92,0.2
24振湘国资PPN001,101.03,2.15,4.4,2.1524,0.2
25农行TLAC非资本债01C(BC),97.84,2.2971,1.82,2.2971,0.2
24鄂文旅MTN004,100.63,,,,0.2
24工银金租债03,100.74,1.62,1.5,1.62,0.2
25绍兴银行CD077,99.2,1.58,-2.99,1.58,0.2
24天津19,102.15,1.51,,1.51,0.2
24南川城投MTN001,101.47,1.95,-1.33,1.9522,0.2
25唐山工业MTN001A,100.8,2.3073,,2.3037,0.2
26南昌交投MTN001,100.01,1.905,0.71,1.905,0.2
25诚通控股MTN001(稳增长扩投资专项债),97.86,2.35,1.0,2.35,0.2
23天府水城PPN002,102.85,6.2758,22.4,6.2764,0.2
23荆门城投MTN003,101.43,3.0515,-0.96,3.0515,0.2
23江阴高新PPN002,101.33,1.7584,-6.07,1.7584,0.2
24洛阳弘义MTN001,100.79,2.3259,-2.72,2.3259,0.2
25科学广州MTN001,100.52,2.05,-0.27,2.05,0.2
25晋路桥MTN003(科创债),100.19,,,,0.2
25平度城投MTN002,100.8,2.893,4.3,2.8924,0.2
24云南交投MTN004,101.11,1.81,-5.04,1.81,0.2
22湖北债12,101.33,1.27,,1.2763,0.2
25浙商银行绿债01BC,100.0,1.6891,1.0,1.6891,0.2
25柳州东投MTN004,100.51,2.4819,,2.4812,0.2
25宁波水务MTN001(绿色),100.28,1.82,-0.99,1.82,0.2
24首创集MTN003A,100.53,1.79,1.0,1.79,0.2
21临经债,62.07,4.725,,4.7198,0.2
25中国银行绿色债01,100.11,1.675,0.5,1.675,0.2
25惠安城建PPN001,101.43,2.01,-6.09,2.0115,0.2
25连云城建MTN001,101.41,,,,0.2
23贵州债32,108.69,1.8425,1.75,1.8425,0.2
24伊犁财通PPN001,101.15,1.7815,-0.93,1.7815,0.2
25榆林能源SCP002,100.01,1.6701,,1.6701,0.2
25兖矿能源MTN001,100.35,,,,0.2
24深圳债10,103.7,1.845,0.5,1.845,0.2
24越秀集团MTN003,101.75,2.43,0.99,2.43,0.2
21闽投MTN003,104.55,1.765,-3.5,1.765,0.2
21闽能源债01,101.19,1.64,-4.0,1.64,0.2
24荣盛MTN002,100.52,1.91,-2.95,1.91,0.2
25连云港PPN002,100.52,2.41,,2.41,0.2
26广州控股MTN003,99.55,1.91,-2.0,1.91,0.2
23晋江建控PPN001,100.53,3.5742,0.74,3.5742,0.2
23江北新区MTN011,101.21,1.7401,,1.7401,0.2
25安吉城投PPN001A,100.76,2.2178,-0.6,2.2185,0.2
25农业银行CD447,98.45,1.55,1.5,1.55,0.2
25宜兴环保MTN003,100.78,2.0773,0.43,2.0779,0.2
25蔡甸城建PPN001,101.72,2.69,-17.7,2.685,0.2
25大兴发展MTN003,100.39,1.84,2.0,1.84,0.2
24平安租赁MTN010,100.46,1.88,-2.0,1.88,0.2
24金鼎产融MTN001,103.4,1.8019,-39.81,1.801,0.2
24鲁中投资PPN003,104.9,3.3064,-18.0,3.3056,0.2
25深圳债43,92.9,2.3775,,2.3775,0.2
24中山交通PPN001,100.47,1.8,-4.0,1.8,0.2
23海峡银行小微债02,100.46,1.6334,1.0,1.6334,0.2
25成华棚改MTN001,100.78,2.08,-1.0,2.08,0.2
26鲁高速MTN001,100.52,,,,0.2
21安徽债33,107.59,1.65,,1.65,0.2
25河南债49,93.69,2.3798,,2.3798,0.2
25江苏05,95.01,2.3375,-0.03,2.3375,0.2
26华宝投资MTN001,99.67,2.01,7.0,2.01,0.2
26中国平煤MTN003,100.37,2.6483,-0.24,2.6481,0.2
25闽建工MTN004,100.45,,,,0.2
25中国平煤MTN007,101.09,3.0089,-4.77,3.0087,0.2
24浙兴合MTN002,101.12,2.4682,-1.39,2.4682,0.2
24云投MTN018,100.75,1.6999,,1.6999,0.2
25东吴证券CP001,100.02,1.5504,-5.96,1.5504,0.2
22宿迁经开MTN002,100.69,1.7915,-3.85,1.7915,0.2
24中国水务MTN001,101.02,2.3534,,2.3534,0.2
24浦发银行二级资本债01B,99.09,2.3795,3.97,2.3795,0.2
24西南水泥MTN002B,100.65,1.7567,,1.7567,0.2
25平安租赁CP009,100.1,1.6594,,1.6594,0.2
25华润控股MTN003A,99.39,2.18,-7.0,2.18,0.2
25潜江城投PPN001,100.03,2.6417,15.8,2.6417,0.2
21内江小微债,102.14,1.8536,,1.8519,0.2
26海宁城投MTN002,100.82,2.12,-1.61,2.12,0.2
22台州交通PPN001,100.54,1.85,,1.8518,0.2
26伊利实业SCP001(科创债),99.99,1.5798,0.92,1.5798,0.2
23吉安井开PPN003,101.77,1.81,,1.81,0.2
22重庆交投MTN001,101.49,1.66,-0.84,1.66,0.2
21湘江新发MTN001,100.04,1.6008,-2.95,1.6008,0.2
26广东债13,98.74,2.51,2.75,2.505,0.2
24悦达资本PPN003,101.1,2.4036,0.06,2.4,0.2
24联发集MTN004,100.75,2.6363,4.89,2.6363,0.2
24新乡投资PPN001,100.64,2.2079,-1.24,2.2087,0.2
23江苏银行债01,100.27,1.5301,-0.99,1.5326,0.2
22乌建发债02,103.84,3.4959,1.07,3.4968,0.2
25南太湖PPN001,100.58,2.645,,2.645,0.2
23厦门银行小微债01,100.45,1.5701,-2.99,1.5701,0.2
24合川城投PPN001B,102.61,2.4584,24.7,2.4581,0.2
25长寿开投MTN002B,101.37,2.7014,-19.95,2.7,0.2
26桂交投CP001,99.92,1.69,8.03,1.69,0.2
26北部湾投CP002,99.95,1.7001,0.01,1.7001,0.2
25浙商银行债01B,100.04,1.8,1.93,1.8,0.2
25邹城城资MTN003,100.62,3.23,,3.23,0.2
25云建投MTN004B,102.21,2.91,7.37,2.91,0.2
23郑州银行01,100.01,1.5144,-3.55,1.5233,0.2
23甘公投MTN005,101.25,1.6555,-7.45,1.6555,0.2
25华阳新材MTN005,100.18,1.82,-0.01,1.82,0.2
21邵阳城投PPN001,100.98,1.8567,-4.21,1.8567,0.2
23渝惠通MTN002,100.98,3.4989,2.1,3.4998,0.2
26武清经开MTN001,100.0,2.33,,2.33,0.2
21拉萨城投MTN001,101.61,1.7,-4.99,1.7,0.2
23西咸新发MTN001,100.14,2.02,-3.0,2.02,0.2
21广元园投PPN001,100.39,1.8599,-14.0,1.8645,0.2
25南宁高新MTN002,101.95,,,,0.2
24绍兴柯桥PPN002,100.57,2.0403,-1.17,2.0403,0.2
24湖北宏泰MTN001,100.85,2.214,-0.69,2.214,0.2
23国贸房产MTN002,100.64,3.8513,,3.8513,0.2
25望城城投MTN002,99.58,2.2005,-0.9,2.2005,0.2
26南京医药SCP001,99.95,1.67,,1.67,0.2
24诚通控股MTN003B,110.97,2.66,1.0,2.66,0.2
25蜀道投资MTN005,100.57,,,,0.2
23中行二级资本债01A,103.5,2.932,-0.53,2.9307,0.2
26京住总MTN001,99.38,2.9252,0.19,2.9252,0.2
25水发集团MTN015,99.82,,,,0.2
21香城投资MTN001,100.29,1.7164,,1.7083,0.2
24豫航空港MTN010,100.82,1.81,-4.87,1.8124,0.2
24国新控股MTN003(稳增长扩投资专项债),100.89,1.89,1.0,1.89,0.2
24湖州产投MTN001,101.19,2.4341,,2.4341,0.2
25杭金投MTN003,99.8,2.08,,2.08,0.2
25北方企业MTN002,100.24,1.84,1.0,1.8413,0.2
25桐乡金控MTN001,100.75,2.0443,,2.0451,0.2
21中国银行永续债01,100.47,,,,0.2
25动投集团PPN002,101.07,2.2571,-24.77,2.26,0.2
26厦港务SCP001,99.95,1.67,1.0,1.67,0.2
25天津轨交MTN004,100.42,1.79,1.0,1.79,0.2
24肇庆国联MTN002,100.87,1.73,-4.0,1.73,0.2
23麓山投资MTN001,100.13,1.6996,-0.02,1.6996,0.2
21川高速MTN007,101.06,1.67,,1.67,0.2
21昆山农商二级,100.61,4.4624,0.97,4.4624,0.2
25振兴基金MTN001(科创债),99.66,2.1276,,2.1276,0.2
24河钢集GN001,101.23,1.7,-8.23,1.7,0.2
24云天化MTN004(科创票据),102.73,2.0093,-26.51,2.0093,0.2
25长寿投资MTN001B,102.98,2.46,,2.46,0.2
24国能新能GN002,100.58,1.68,,1.68,0.2
25镇江产投CP003,100.06,1.69,,1.69,0.2
25中交建筑1ABN002优先A(科创),100.09,,,,0.2
25恒丰银行债02,100.13,1.76,-1.0,1.76,0.2
25西安高新CP008,100.04,1.6997,-3.03,1.6997,0.2
24正泰MTN002(科创票据),101.21,2.1307,,2.1307,0.2
20中国银行二级02,110.4,3.1856,2.01,3.1853,0.2
25中车集MTN002,100.27,1.76,,1.76,0.2
24浙江债37,100.87,1.525,,1.525,0.2
26高教投资SCP002,100.03,1.7499,-3.33,1.7528,0.2
22恒丰银行永续债,103.29,,,,0.2
26常德城投MTN003,99.91,1.93,3.01,1.93,0.2
25淄博城资MTN004,100.51,1.96,-3.25,1.96,0.2
24豫能源PPN002,100.3,3.0461,-0.06,3.0493,0.2
24渝富MTN001,103.32,1.86,-2.0,1.86,0.2
25兴化国资MTN002,100.01,1.6502,,1.6502,0.2
25迈瑞城投CP001,100.01,1.6682,-1.27,1.6682,0.2
24南京浦口MTN001,101.15,1.7214,,1.7214,0.2
25湖北宏泰MTN007,100.4,1.95,1.0,1.95,0.2
24丰县建投MTN002,100.76,1.8953,,1.8977,0.2
25东航股MTN006,100.17,1.815,-2.0,1.815,0.2
25昆明交通CP001,100.0,1.9849,-3.43,1.9849,0.2
23新城控股MTN001,100.55,2.4419,2.97,2.4419,0.2
24赣国资MTN002,100.89,1.6764,13.29,1.6754,0.2
22湖南临港MTN001,100.94,2.02,-3.0,2.0217,0.2
25淮南矿MTN004,100.26,1.8505,-4.97,1.8505,0.2
24平顶发展MTN001,101.65,2.4966,-2.65,2.4975,0.2
24水发集团MTN011,102.2,,,,0.2
21滨江投资PPN005,100.71,1.7,-5.88,1.7,0.2
25新运城发MTN001,100.89,1.8263,1.63,1.8263,0.2
25晋能电力MTN010,100.43,1.88,1.0,1.88,0.2
25中建二局MTN001(科创债),97.86,2.61,,2.61,0.2
24万州经开MTN009,102.42,2.5,-11.14,2.5,0.2
26夏商SCP002,100.0,1.6202,-1.96,1.6202,0.2
25淄博城资PPN001,100.79,1.98,-2.9,1.9816,0.2
25江苏港口SCP003,100.0,1.6551,2.4,1.6551,0.2
25皖能股SCP003,100.0,1.5877,-5.23,1.5877,0.2
25乌城投MTN001A,100.75,2.0387,,2.0394,0.2
25鼎力投资MTN001,101.58,2.17,0.39,2.17,0.2
25广东债51,96.11,2.5075,,2.5075,0.2
24中交城投MTN001,100.95,1.69,-6.0,1.69,0.2
23中信集团MTN005A,103.56,1.8,0.5,1.8,0.2
21齐商银行永续债,101.67,,,,0.2
25海发宝诚SCP004(绿色),100.02,1.6499,-5.55,1.6499,0.2
26辽宁债07,100.1,2.515,-0.72,2.515,0.2
24寿光城投PPN001,102.38,2.2043,-3.02,2.21,0.2
24华靖资产MTN004,101.26,2.1852,,2.1852,0.2
25盐城国投PPN003,100.72,2.7118,-2.95,2.7109,0.2
24河钢集GN004,101.1,1.72,-1.0,1.72,0.2
23新乡投资MTN003,100.58,3.8098,1.06,3.8098,0.2
24青城租赁MTN003,101.95,2.2,-6.18,2.2,0.2
25泰安城乡MTN001,102.04,2.63,,2.625,0.2
25六安城投MTN002,100.04,1.7182,,1.7182,0.2
25大兴发展MTN002,99.79,1.96,-1.0,1.96,0.2
25宝星建设MTN001,101.09,3.1684,44.66,3.1697,0.2
24苏银金租绿债03BC,100.41,1.67,1.0,1.67,0.2
25黄山城投CP002,100.03,1.6898,,1.6898,0.2
25巴洲文旅PPN002,100.99,2.5931,16.87,2.5942,0.2
24桂交投MTN004,101.07,2.4297,-0.87,2.4297,0.2
24阜阳建投MTN002,100.32,1.68,,1.68,0.2
25湘高速MTN022,100.17,1.92,1.0,1.9209,0.2
24交行债02BC,100.49,1.6276,0.62,1.6276,0.2
25融和融资MTN001(碳中和债),100.26,1.8,,1.8,0.2
25徽商银行CD213,98.82,1.5501,,1.5501,0.2
25青岛北发MTN004,100.55,1.92,,1.92,0.2
25甬交投集SCP003,100.03,1.64,,1.64,0.2
25建发MTN003,100.19,,,,0.2
25浦发银行02,100.27,1.68,1.0,1.68,0.2
24中铝MTN002(转型),100.63,1.68,,1.68,0.2
24浦发银行二级资本债02B,99.37,2.3938,0.67,2.3938,0.2
21金牛环绿债01,60.25,1.8001,-7.47,1.8001,0.2
