曲线名称,日期,3月,6月,1年,3年,5年,7年,10年,30年
中债国债收益率曲线,2007-03-19,1.96,2.05,2.16,2.5992,2.8244,3.0422,3.337,3.75
中债国债收益率曲线,2007-03-20,1.97,2.05,2.17,2.5973,2.8194,3.0391,3.36,3.78
中债国债收益率曲线,2007-03-21,1.97,2.07,2.21,2.6009,2.82,3.0348,3.4,3.78
中债国债收益率曲线,2007-03-22,1.98,2.08,2.22,2.615,2.8316,3.0444,3.395,3.78
中债国债收益率曲线,2007-03-23,1.99,2.08,2.22,2.6148,2.832,3.0493,3.4235,3.79
中债国债收益率曲线,2007-03-26,1.99,2.08,2.2409,2.6247,2.8106,3.05,3.42,3.78
中债国债收益率曲线,2007-03-27,1.99,2.08,2.2529,2.6508,2.8164,3.0326,3.42,3.78
中债国债收益率曲线,2007-03-28,1.99,2.08,2.2542,2.6412,2.8262,3.0377,3.4245,3.78
中债国债收益率曲线,2007-03-29,1.99,2.08,2.2493,2.6448,2.8224,3.0316,3.4386,3.78
中债国债收益率曲线,2007-03-30,1.99,2.08,2.25,2.6455,2.8228,3.033,3.4338,3.78
中债国债收益率曲线,2007-04-02,1.99,2.08,2.2665,2.6476,2.8183,3.0252,3.43,3.78
中债国债收益率曲线,2007-04-03,1.99,2.08,2.2681,2.6482,2.8278,3.0272,3.4277,3.78
中债国债收益率曲线,2007-04-04,1.98,2.08,2.2697,2.6446,2.8184,3.0349,3.44,3.78
中债国债收益率曲线,2007-04-05,1.99,2.08,2.2708,2.651,2.8096,3.0404,3.4441,3.78
中债国债收益率曲线,2007-04-06,2.01,2.09,2.2691,2.7,2.842,3.0501,3.4615,3.78
中债国债收益率曲线,2007-04-09,2.03,2.1,2.271,2.7765,2.875,3.1165,3.488,3.78
中债国债收益率曲线,2007-04-10,2.04,2.11,2.2691,2.7998,2.92,3.1499,3.4829,3.79
中债国债收益率曲线,2007-04-11,2.04,2.11,2.2708,2.7971,2.94,3.1538,3.493,3.8
中债国债收益率曲线,2007-04-12,2.04,2.11,2.2718,2.807,2.95,3.1585,3.4936,3.8
中债国债收益率曲线,2007-04-13,2.04,2.11,2.2764,2.7998,2.95,3.1819,3.5202,3.8
中债国债收益率曲线,2007-04-16,2.05,2.13,2.2685,2.8,2.95,3.2105,3.5327,3.8
中债国债收益率曲线,2007-04-17,2.05,2.13,2.2698,2.82,3.01,3.2826,3.5391,3.81
中债国债收益率曲线,2007-04-18,2.05,2.14,2.271,2.83,3.1,3.3754,3.56,3.82
中债国债收益率曲线,2007-04-19,2.05,2.15,2.2874,2.86,3.15,3.422,3.57,3.84
中债国债收益率曲线,2007-04-20,2.1112,2.1765,2.2874,2.86,3.17,3.4233,3.58,3.85
中债国债收益率曲线,2007-04-23,2.11,2.175,2.2935,2.87,3.18,3.4213,3.59,3.85
中债国债收益率曲线,2007-04-24,2.11,2.17,2.2868,2.88,3.18,3.4225,3.6139,3.88
中债国债收益率曲线,2007-04-25,2.12,2.17,2.3117,2.86,3.16,3.4,3.6349,3.9
中债国债收益率曲线,2007-04-26,2.1167,2.15,2.3255,2.8746,3.13,3.3718,3.5931,3.9
中债国债收益率曲线,2007-04-27,2.109,2.13,2.3292,2.8648,3.13,3.3723,3.5914,3.9
中债国债收益率曲线,2007-04-28,2.1095,2.14,2.3562,2.8561,3.1398,3.3483,3.5883,3.89
中债国债收益率曲线,2007-04-29,2.05,2.13,2.2526,2.8625,3.1308,3.3264,3.58,3.89
中债国债收益率曲线,2007-04-30,2.06,2.14,2.2879,2.8511,3.1362,3.3217,3.5916,3.895
中债国债收益率曲线,2007-05-08,2.05,2.15,2.2918,2.8793,3.1576,3.3372,3.5933,3.895
中债国债收益率曲线,2007-05-09,2.04,2.14,2.3022,2.8903,3.1578,3.3494,3.5906,3.9
中债国债收益率曲线,2007-05-10,2.04,2.13,2.3012,2.9426,3.1797,3.4173,3.63,3.92
中债国债收益率曲线,2007-05-11,2.04,2.14,2.32,2.9819,3.207,3.4769,3.68,3.96
中债国债收益率曲线,2007-05-14,2.06,2.15,2.32,2.9466,3.224,3.4855,3.7,4.05
中债国债收益率曲线,2007-05-15,2.07,2.15,2.33,2.9659,3.2528,3.5906,3.7992,4.2
中债国债收益率曲线,2007-05-16,2.07,2.15,2.3083,3.0039,3.2456,3.6483,3.83,4.23
中债国债收益率曲线,2007-05-17,2.07,2.16,2.3067,3.0172,3.304,3.6418,3.83,4.27
中债国债收益率曲线,2007-05-18,2.07,2.16,2.3129,3.044,3.304,3.6137,3.83,4.27
中债国债收益率曲线,2007-05-21,2.07,2.16,2.3448,3.1476,3.4817,3.7771,3.966,4.33
中债国债收益率曲线,2007-05-22,2.07,2.17,2.4088,3.1559,3.4876,3.7911,4.05,4.35
中债国债收益率曲线,2007-05-23,2.06,2.17,2.4372,3.1212,3.4536,3.7526,4.064,4.35
中债国债收益率曲线,2007-05-24,2.06,2.17,2.45,3.1127,3.4289,3.766,4.03,4.35
中债国债收益率曲线,2007-05-25,2.13,2.21,2.45,3.1295,3.4646,3.773,4.05,4.35
中债国债收益率曲线,2007-05-28,2.14,2.225,2.44,3.1539,3.492,3.8203,4.07,4.35
中债国债收益率曲线,2007-05-29,2.145,2.23,2.48,3.1545,3.495,3.8227,4.08,4.35
中债国债收益率曲线,2007-05-30,2.15,2.25,2.46,3.1543,3.4867,3.818,4.07,4.35
中债国债收益率曲线,2007-05-31,2.15,2.255,2.49,3.1608,3.474,3.8274,4.06,4.33
中债国债收益率曲线,2007-06-01,2.15,2.255,2.49,3.2143,3.4905,3.8337,4.08,4.33
中债国债收益率曲线,2007-06-04,2.15,2.255,2.49,3.2084,3.5,3.8378,4.1393,4.33
中债国债收益率曲线,2007-06-05,2.153,2.251,2.49,3.18,3.506,3.837,4.1309,4.33
中债国债收益率曲线,2007-06-06,2.25,2.35,2.49,3.17,3.4865,3.8531,4.1442,4.38
中债国债收益率曲线,2007-06-07,2.255,2.35,2.49,3.18,3.5,3.805,4.1427,4.38
中债国债收益率曲线,2007-06-08,2.258,2.35,2.493,3.183,3.5549,3.8666,4.1624,4.4
中债国债收益率曲线,2007-06-11,2.3,2.35,2.5,3.22,3.5865,3.892,4.1376,4.405
中债国债收益率曲线,2007-06-12,2.33,2.39,2.51,3.25,3.638,3.9923,4.2199,4.44
中债国债收益率曲线,2007-06-13,2.33,2.4,2.61,3.3145,3.6513,4.0297,4.232,4.49
中债国债收益率曲线,2007-06-14,2.33,2.45,2.625,3.3157,3.6575,4.0578,4.2669,4.55
中债国债收益率曲线,2007-06-15,2.335,2.4653,2.6344,3.358,3.7021,4.045,4.3483,4.6
中债国债收益率曲线,2007-06-18,2.33,2.4636,2.62,3.3891,3.7079,4.072,4.3496,4.6
中债国债收益率曲线,2007-06-19,2.34,2.4809,2.62,3.3902,3.7454,4.0767,4.3969,4.62
中债国债收益率曲线,2007-06-20,2.34,2.482,2.64,3.3908,3.746,4.0775,4.4408,4.62
中债国债收益率曲线,2007-06-21,2.35,2.49,2.65,3.5039,3.9175,4.2238,4.47,4.66
中债国债收益率曲线,2007-06-22,2.34,2.47,2.65,3.4963,3.9181,4.1582,4.44,4.66
中债国债收益率曲线,2007-06-25,2.34,2.4773,2.66,3.45,3.921,4.17,4.42,4.66
中债国债收益率曲线,2007-06-26,2.31,2.5021,2.68,3.4392,3.922,4.1934,4.4,4.66
中债国债收益率曲线,2007-06-27,2.29,2.4906,2.65,3.4479,3.8997,4.1697,4.3985,4.66
中债国债收益率曲线,2007-06-28,2.29,2.5,2.65,3.486,3.901,4.1745,4.4538,4.69
中债国债收益率曲线,2007-06-29,2.3,2.5,2.68,3.4851,3.9013,4.166,4.45,4.7
中债国债收益率曲线,2007-07-02,2.3,2.48,2.7,3.4764,3.8974,4.1956,4.45,4.7
中债国债收益率曲线,2007-07-03,2.3,2.4822,2.7384,3.4843,3.8819,4.1968,4.4726,4.7
中债国债收益率曲线,2007-07-04,2.305,2.4848,2.74,3.5019,3.8809,4.1974,4.4745,4.7
中债国债收益率曲线,2007-07-05,2.305,2.5301,2.7533,3.5415,3.8569,4.1939,4.475,4.7
中债国债收益率曲线,2007-07-06,2.36,2.5811,2.7789,3.5395,3.8779,4.1979,4.4261,4.7
中债国债收益率曲线,2007-07-09,2.38,2.608,2.788,3.547,3.8741,4.1998,4.4172,4.73
中债国债收益率曲线,2007-07-10,2.385,2.53,2.813,3.5514,3.8459,4.2322,4.4896,4.76
中债国债收益率曲线,2007-07-11,2.398,2.54,2.8365,3.5298,3.8573,4.1896,4.4773,4.76
中债国债收益率曲线,2007-07-12,2.4,2.56,2.857,3.56,3.8617,4.1756,4.4777,4.793
中债国债收益率曲线,2007-07-13,2.42,2.57,2.8421,3.53,3.8742,4.1755,4.4634,4.7931
中债国债收益率曲线,2007-07-16,2.425,2.55,2.8516,3.5284,3.86,4.1719,4.454,4.793
中债国债收益率曲线,2007-07-17,2.44,2.53,2.8552,3.5355,3.8596,4.1778,4.4542,4.792
中债国债收益率曲线,2007-07-18,2.42,2.525,2.8321,3.55,3.8546,4.1785,4.4547,4.8
中债国债收益率曲线,2007-07-19,2.39,2.545,2.8332,3.5752,3.8534,4.1791,4.455,4.8
中债国债收益率曲线,2007-07-20,2.3911,2.55,2.85,3.5594,3.864,4.189,4.4551,4.8
中债国债收益率曲线,2007-07-23,2.395,2.555,2.8714,3.5868,3.9019,4.2251,4.477,4.8298
中债国债收益率曲线,2007-07-24,2.405,2.5867,2.9053,3.5864,3.9294,4.2454,4.4651,4.84
中债国债收益率曲线,2007-07-25,2.476,2.7462,2.8991,3.4486,3.82,4.07,4.33,4.78
中债国债收益率曲线,2007-07-26,2.416,2.7475,2.9006,3.422,3.7769,3.9797,4.3086,4.73
中债国债收益率曲线,2007-07-27,2.42,2.761,2.899,3.3935,3.7578,3.9166,4.3399,4.715
中债国债收益率曲线,2007-07-30,2.4258,2.769,2.9031,3.3935,3.7536,3.9174,4.2848,4.715
中债国债收益率曲线,2007-07-31,2.4682,2.6959,2.8525,3.3898,3.7564,3.9773,4.3401,4.715
中债国债收益率曲线,2007-08-01,2.475,2.7399,2.9046,3.3997,3.7557,3.95,4.2857,4.712
中债国债收益率曲线,2007-08-02,2.4813,2.7768,2.9085,3.4075,3.7545,3.9276,4.2594,4.7131
中债国债收益率曲线,2007-08-03,2.4968,2.7776,2.9091,3.4231,3.7539,3.94,4.2855,4.72
中债国债收益率曲线,2007-08-06,2.5168,2.7594,2.9109,3.4378,3.7173,3.993,4.3861,4.72
中债国债收益率曲线,2007-08-07,2.4996,2.7756,2.9,3.4862,3.7812,4.0218,4.3775,4.72
中债国债收益率曲线,2007-08-08,2.5189,2.7703,2.9096,3.4928,3.768,4.0151,4.3166,4.715
中债国债收益率曲线,2007-08-09,2.5263,2.7723,2.9,3.4704,3.7684,3.9881,4.3178,4.71
中债国债收益率曲线,2007-08-10,2.5211,2.7628,2.9257,3.4648,3.7693,3.9884,4.3378,4.71
中债国债收益率曲线,2007-08-13,2.5284,2.7703,2.9884,3.4632,3.7951,3.987,4.357,4.71
中债国债收益率曲线,2007-08-14,2.5487,2.7712,2.9894,3.4546,3.7959,3.9874,4.3568,4.71
中债国债收益率曲线,2007-08-15,2.547,2.774,2.95,3.4533,3.7873,3.9784,4.3541,4.658
中债国债收益率曲线,2007-08-16,2.5136,2.77,2.9901,3.4354,3.7857,3.9843,4.3529,4.67
中债国债收益率曲线,2007-08-17,2.4964,2.76,2.9903,3.4297,3.7843,3.9504,4.3038,4.67
中债国债收益率曲线,2007-08-20,2.5502,2.7425,3.0027,3.4116,3.7816,3.9288,4.2636,4.67
中债国债收益率曲线,2007-08-21,2.5382,2.7554,3.0035,3.4123,3.7221,3.9472,4.2445,4.67
中债国债收益率曲线,2007-08-22,2.514,2.8269,3.0256,3.3836,3.6933,3.8845,4.227,4.67
中债国债收益率曲线,2007-08-23,2.528,2.7508,2.9502,3.3988,3.6437,3.8795,4.2064,4.67
中债国债收益率曲线,2007-08-24,2.5413,2.7265,2.97,3.3919,3.6444,3.8798,4.2164,4.665
中债国债收益率曲线,2007-08-27,2.5758,2.7125,2.9855,3.4106,3.6518,3.8801,4.136,4.645
中债国债收益率曲线,2007-08-28,2.4529,2.787,2.9694,3.4163,3.6273,3.8844,4.2049,4.65
中债国债收益率曲线,2007-08-29,2.4589,2.7776,2.8734,3.4205,3.6574,3.8978,4.2766,4.65
中债国债收益率曲线,2007-08-30,2.466,2.7612,2.8237,3.4444,3.6575,3.9037,4.2739,4.65
中债国债收益率曲线,2007-08-31,2.4673,2.7448,2.8258,3.4466,3.663,3.9147,4.2743,4.65
中债国债收益率曲线,2007-09-03,2.4941,2.745,2.875,3.4467,3.675,3.91,4.235,4.65
中债国债收益率曲线,2007-09-04,2.4751,2.75,2.88,3.4371,3.629,3.9237,4.2328,4.65
中债国债收益率曲线,2007-09-05,2.4862,2.755,2.8551,3.4341,3.6648,3.9235,4.244,4.65
中债国债收益率曲线,2007-09-06,2.4875,2.7788,2.8762,3.4481,3.6602,3.9281,4.2677,4.65
中债国债收益率曲线,2007-09-07,2.4852,2.8164,2.9689,3.4635,3.8065,4.0121,4.2872,4.6538
中债国债收益率曲线,2007-09-10,2.5038,2.8336,2.93,3.4625,3.7322,4.0061,4.2946,4.65
中债国债收益率曲线,2007-09-11,2.5194,2.858,2.945,3.5208,3.8082,4.0873,4.3615,4.65
中债国债收益率曲线,2007-09-12,2.5319,2.8169,2.9756,3.5596,3.8331,4.0976,4.3788,4.67
中债国债收益率曲线,2007-09-13,2.5438,2.8124,2.98,3.5522,3.8338,4.0988,4.3892,4.7
中债国债收益率曲线,2007-09-14,2.8305,3.1029,3.1,3.7314,4.0228,4.2059,4.4893,4.9
中债国债收益率曲线,2007-09-17,2.8121,3.126,3.152,3.7687,4.1642,4.3283,4.5421,4.93
中债国债收益率曲线,2007-09-18,2.8762,2.9436,3.17,3.73,4.15,4.31,4.5436,4.93
中债国债收益率曲线,2007-09-19,2.8891,2.8923,3.15,3.7239,4.1142,4.2416,4.5474,4.93
中债国债收益率曲线,2007-09-20,2.9013,2.9431,3.1712,3.6938,4.1147,4.2416,4.5477,4.93
中债国债收益率曲线,2007-09-21,2.8995,2.9345,3.3022,3.6167,4.0685,4.1873,4.495,4.9
中债国债收益率曲线,2007-09-24,2.9376,2.95,3.3,3.5976,4.0458,4.1897,4.493,4.895
中债国债收益率曲线,2007-09-25,2.9478,3.025,3.33,3.5946,3.9637,4.1884,4.4859,4.89
中债国债收益率曲线,2007-09-26,2.9359,3.012,3.3018,3.59,3.9508,4.1549,4.445,4.87
中债国债收益率曲线,2007-09-27,2.8977,3.0,3.2065,3.5301,3.9309,4.1404,4.42,4.85
中债国债收益率曲线,2007-09-28,2.8754,2.97,3.1832,3.5035,3.92,4.1231,4.39,4.801
中债国债收益率曲线,2007-09-29,2.8784,2.965,3.1737,3.52,3.92,4.1369,4.396,4.81
中债国债收益率曲线,2007-09-30,2.8574,2.945,3.1766,3.531,3.93,4.14,4.3877,4.815
中债国债收益率曲线,2007-10-08,2.88,2.925,3.08,3.5591,3.9907,4.1367,4.3664,4.8
中债国债收益率曲线,2007-10-09,2.85,2.92,3.0782,3.559,3.9548,4.1296,4.37,4.81
中债国债收益率曲线,2007-10-10,2.86,2.93,3.0935,3.5619,3.9447,4.1308,4.3737,4.8
中债国债收益率曲线,2007-10-11,2.865,2.93,3.0913,3.5589,3.9348,4.1408,4.3732,4.8
中债国债收益率曲线,2007-10-12,2.9,2.925,3.0935,3.5779,3.9578,4.1328,4.3723,4.8
中债国债收益率曲线,2007-10-15,2.915,2.94,3.097,3.5675,3.8989,4.1179,4.3746,4.8
中债国债收益率曲线,2007-10-16,2.985,3.0,3.15,3.5842,3.9259,4.1229,4.3743,4.8
中债国债收益率曲线,2007-10-17,3.2,3.25,3.3,3.65,3.9473,4.17,4.45,4.81
中债国债收益率曲线,2007-10-18,3.25,3.26,3.33,3.7,4.0,4.1653,4.46,4.81
中债国债收益率曲线,2007-10-19,3.29,3.28,3.35,3.72,4.0,4.1899,4.47,4.81
中债国债收益率曲线,2007-10-22,3.32,3.29,3.4,3.75,4.05,4.2191,4.48,4.8
中债国债收益率曲线,2007-10-23,3.48,3.31,3.395,3.74,4.1,4.2315,4.485,4.8
中债国债收益率曲线,2007-10-24,3.52,3.31,3.4,3.7475,4.1,4.2528,4.485,4.8
中债国债收益率曲线,2007-10-25,3.54,3.34,3.395,3.7475,4.0921,4.2546,4.485,4.8
中债国债收益率曲线,2007-10-26,3.56,3.36,3.4,3.745,4.1027,4.2539,4.485,4.8
中债国债收益率曲线,2007-10-29,3.15,3.2,3.38,3.73,4.09,4.24,4.48,4.8
中债国债收益率曲线,2007-10-30,3.13,3.18,3.36,3.72,4.0811,4.2346,4.484,4.79
中债国债收益率曲线,2007-10-31,3.12,3.19,3.36,3.72,4.0968,4.261,4.4937,4.78
中债国债收益率曲线,2007-11-01,3.13,3.2,3.375,3.7479,4.1019,4.2608,4.5,4.79
中债国债收益率曲线,2007-11-02,3.15,3.26,3.4,3.7622,4.1407,4.2675,4.5,4.8
中债国债收益率曲线,2007-11-05,3.176,3.3,3.42,3.775,4.17,4.27,4.5263,4.8
中债国债收益率曲线,2007-11-06,3.22,3.4,3.45,3.79,4.18,4.28,4.5248,4.81
中债国债收益率曲线,2007-11-07,3.5828,3.52,3.56,3.8953,4.19,4.3,4.5441,4.81
中债国债收益率曲线,2007-11-08,3.56,3.58,3.64,3.98,4.26,4.3468,4.5441,4.805
中债国债收益率曲线,2007-11-09,3.59,3.6,3.66,4.0,4.27,4.38,4.5743,4.81
中债国债收益率曲线,2007-11-12,3.62,3.65,3.7,4.0736,4.31,4.4338,4.5863,4.82
中债国债收益率曲线,2007-11-13,3.67,3.66,3.74,4.0971,4.31,4.44,4.5861,4.82
中债国债收益率曲线,2007-11-14,3.7,3.7,3.77,4.1222,4.315,4.43,4.5922,4.83
中债国债收益率曲线,2007-11-15,3.71,3.72,3.78,4.13,4.32,4.4377,4.5973,4.85
中债国债收益率曲线,2007-11-16,3.71,3.72,3.77,4.13,4.32,4.438,4.5974,4.85
中债国债收益率曲线,2007-11-19,3.7,3.71,3.77,4.125,4.33,4.4377,4.5822,4.85
中债国债收益率曲线,2007-11-20,3.69,3.71,3.78,4.115,4.32,4.42,4.5569,4.84
中债国债收益率曲线,2007-11-21,3.67,3.7,3.77,4.11,4.3,4.41,4.545,4.83
中债国债收益率曲线,2007-11-22,3.66,3.7351,3.78,4.11,4.31,4.41,4.55,4.84
中债国债收益率曲线,2007-11-23,3.638,3.7311,3.77,4.105,4.25,4.38,4.54,4.835
中债国债收益率曲线,2007-11-26,3.6,3.7031,3.77,4.08,4.23,4.37,4.535,4.82
中债国债收益率曲线,2007-11-27,3.5877,3.681,3.75,4.06,4.2,4.35,4.5247,4.81
中债国债收益率曲线,2007-11-28,3.58,3.66,3.75,4.065,4.1867,4.35,4.5089,4.81
中债国债收益率曲线,2007-11-29,3.59,3.65,3.78,4.06,4.2295,4.36,4.5084,4.81
中债国债收益率曲线,2007-11-30,3.59,3.63,3.77,4.06,4.234,4.36,4.5086,4.81
中债国债收益率曲线,2007-12-03,3.6,3.6467,3.765,4.05,4.2458,4.368,4.5085,4.805
中债国债收益率曲线,2007-12-04,3.56,3.638,3.78,4.06,4.2605,4.37,4.5085,4.81
中债国债收益率曲线,2007-12-05,3.42,3.61,3.76,4.06,4.2608,4.3561,4.5096,4.81
中债国债收益率曲线,2007-12-06,3.3732,3.6,3.75,4.03,4.2318,4.3568,4.5038,4.805
中债国债收益率曲线,2007-12-07,3.3709,3.59,3.755,4.02,4.2115,4.3465,4.5043,4.81
中债国债收益率曲线,2007-12-10,3.382,3.58,3.76,4.03,4.2328,4.3431,4.4996,4.81
中债国债收益率曲线,2007-12-11,3.36,3.58,3.72,4.0066,4.2186,4.3479,4.5116,4.8
中债国债收益率曲线,2007-12-12,3.3726,3.56,3.69,4.0113,4.2106,4.3544,4.5118,4.8
中债国债收益率曲线,2007-12-13,3.365,3.5428,3.69,4.031,4.2285,4.3904,4.5067,4.81
中债国债收益率曲线,2007-12-14,3.35,3.584,3.6365,4.0,4.2252,4.3499,4.4251,4.8
中债国债收益率曲线,2007-12-17,3.39,3.5738,3.6233,4.01,4.236,4.3387,4.4282,4.8
中债国债收益率曲线,2007-12-18,3.4125,3.5751,3.6189,4.02,4.2358,4.3484,4.4279,4.8
中债国债收益率曲线,2007-12-19,3.36,3.5751,3.6191,4.0387,4.2373,4.3484,4.428,4.8
中债国债收益率曲线,2007-12-20,3.4039,3.56,3.6252,4.0375,4.2136,4.3454,4.4282,4.8
中债国债收益率曲线,2007-12-21,3.3908,3.576,3.72,4.0726,4.2807,4.3883,4.4526,4.81
中债国债收益率曲线,2007-12-24,3.2429,3.5,3.68,4.1078,4.285,4.4029,4.4517,4.81
中债国债收益率曲线,2007-12-25,3.18,3.4597,3.6767,4.0583,4.3132,4.3867,4.4528,4.805
中债国债收益率曲线,2007-12-26,3.18,3.486,3.6768,4.0573,4.2722,4.3613,4.4541,4.815
中债国债收益率曲线,2007-12-27,3.18,3.4699,3.6832,4.0381,4.2311,4.3319,4.4005,4.81
中债国债收益率曲线,2007-12-28,3.26,3.4747,3.6732,4.0114,4.2307,4.3365,4.4357,4.82
中债国债收益率曲线,2007-12-29,3.29,3.4761,3.6774,3.9922,4.2329,4.3706,4.4253,4.82
中债国债收益率曲线,2008-01-02,3.35,3.4674,3.6894,4.0098,4.2144,4.3307,4.4363,4.82
中债国债收益率曲线,2008-01-03,3.32,3.5,3.58,4.0483,4.2111,4.3247,4.4263,4.82
中债国债收益率曲线,2008-01-04,3.33,3.4942,3.59,4.0328,4.2013,4.3199,4.4013,4.82
中债国债收益率曲线,2008-01-07,3.303,3.4505,3.58,4.0175,4.1989,4.314,4.3948,4.82
中债国债收益率曲线,2008-01-08,3.32,3.3837,3.5103,3.9898,4.1928,4.2754,4.4024,4.8108
中债国债收益率曲线,2008-01-09,3.3,3.3783,3.5201,3.9783,4.2071,4.2952,4.4022,4.81
中债国债收益率曲线,2008-01-10,3.3,3.3688,3.5854,3.9702,4.2117,4.3301,4.4067,4.82
中债国债收益率曲线,2008-01-11,3.3,3.3696,3.5738,3.9658,4.2081,4.3258,4.3893,4.8
中债国债收益率曲线,2008-01-14,3.25,3.3819,3.5412,4.0,4.2109,4.3216,4.402,4.81
中债国债收益率曲线,2008-01-15,3.22,3.3787,3.5428,4.01,4.2075,4.3173,4.4022,4.81
中债国债收益率曲线,2008-01-16,3.25,3.3722,3.5499,3.99,4.2051,4.295,4.4028,4.79
中债国债收益率曲线,2008-01-17,3.26,3.3914,3.5528,3.995,4.2029,4.297,4.3978,4.8
中债国债收益率曲线,2008-01-18,3.25,3.3878,3.5409,3.9838,4.2018,4.299,4.403,4.8
中债国债收益率曲线,2008-01-21,3.25,3.391,3.5185,3.9884,4.2028,4.2963,4.3777,4.785
中债国债收益率曲线,2008-01-22,3.28,3.3859,3.5227,3.9885,4.197,4.2785,4.3679,4.785
中债国债收益率曲线,2008-01-23,3.28,3.3916,3.5217,3.9343,4.136,4.2272,4.2883,4.75
中债国债收益率曲线,2008-01-24,3.22,3.3857,3.4475,3.93,4.08,4.1483,4.2433,4.72
中债国债收益率曲线,2008-01-25,3.2,3.3846,3.44,3.92,4.08,4.1317,4.244,4.69
中债国债收益率曲线,2008-01-28,3.205,3.3701,3.4385,3.9132,4.0121,4.1576,4.2226,4.67
中债国债收益率曲线,2008-01-29,3.205,3.3812,3.4585,3.9132,4.0069,4.1542,4.2539,4.65
中债国债收益率曲线,2008-01-30,3.2,3.3444,3.43,3.9,3.9857,4.114,4.2502,4.62
中债国债收益率曲线,2008-01-31,3.196,3.3176,3.43,3.89,3.956,4.09,4.1937,4.6
中债国债收益率曲线,2008-02-01,3.166,3.2757,3.35,3.76,3.8539,3.9755,4.1308,4.54
中债国债收益率曲线,2008-02-02,3.16,3.2794,3.35,3.755,3.8161,3.9837,4.1307,4.52
中债国债收益率曲线,2008-02-03,3.15,3.2449,3.35,3.76,3.8703,3.9751,4.1309,4.5
中债国债收益率曲线,2008-02-04,3.149,3.2458,3.36,3.76,3.8704,3.9751,4.1311,4.49
中债国债收益率曲线,2008-02-05,3.16,3.2938,3.399,3.75,3.8405,3.981,4.1458,4.485
中债国债收益率曲线,2008-02-13,3.156,3.24,3.399,3.73,3.8703,3.9774,4.1559,4.488
中债国债收益率曲线,2008-02-14,3.1632,3.2131,3.39,3.72,3.8723,3.9722,4.1561,4.486
中债国债收益率曲线,2008-02-15,3.18,3.2529,3.4,3.71,3.8765,3.9771,4.1791,4.486
中债国债收益率曲线,2008-02-18,3.1706,3.2245,3.395,3.7106,3.8907,4.0014,4.1924,4.49
中债国债收益率曲线,2008-02-19,3.1971,3.234,3.42,3.72,3.91,4.0234,4.2176,4.5
中债国债收益率曲线,2008-02-20,3.1974,3.3162,3.435,3.73,3.942,4.0004,4.1744,4.5
中债国债收益率曲线,2008-02-21,3.1977,3.3248,3.435,3.72,3.8992,3.9503,4.1818,4.5
中债国债收益率曲线,2008-02-22,3.1757,3.2765,3.42,3.71,3.8801,3.9668,4.16,4.49
中债国债收益率曲线,2008-02-25,3.1759,3.2856,3.415,3.7,3.8828,3.9867,4.1439,4.48
中债国债收益率曲线,2008-02-26,3.1701,3.2865,3.42,3.68,3.8903,3.9717,4.1413,4.45
中债国债收益率曲线,2008-02-27,3.1632,3.29,3.36,3.66,3.8892,3.951,4.1436,4.43
中债国债收益率曲线,2008-02-28,3.1479,3.29,3.32,3.66,3.9045,3.9565,4.1283,4.41
中债国债收益率曲线,2008-02-29,3.15,3.28,3.31,3.68,3.9291,3.9862,4.1283,4.395
中债国债收益率曲线,2008-03-03,3.1502,3.2424,3.32,3.69,3.9429,3.9979,4.1285,4.395
中债国债收益率曲线,2008-03-04,3.1416,3.242,3.31,3.7,3.9484,4.0087,4.1521,4.395
中债国债收益率曲线,2008-03-05,3.1365,3.2484,3.31,3.7,3.9627,4.0152,4.1635,4.395
中债国债收益率曲线,2008-03-06,3.1414,3.25,3.31,3.7,3.9675,4.0145,4.1768,4.395
中债国债收益率曲线,2008-03-07,3.1477,3.2487,3.29,3.7,3.9648,4.0327,4.176,4.395
中债国债收益率曲线,2008-03-10,3.1694,3.2242,3.285,3.705,3.9654,4.0331,4.1768,4.395
中债国债收益率曲线,2008-03-11,3.0804,3.1987,3.28,3.725,3.9634,4.0282,4.1953,4.4
中债国债收益率曲线,2008-03-12,3.0699,3.1887,3.275,3.725,3.9535,4.0075,4.1954,4.4
中债国债收益率曲线,2008-03-13,3.0703,3.1745,3.27,3.725,3.9335,4.001,4.17,4.4
中债国债收益率曲线,2008-03-14,3.0203,3.15,3.27,3.725,3.9336,4.001,4.15,4.4
中债国债收益率曲线,2008-03-17,3.0303,3.1279,3.2337,3.7112,3.9327,4.0013,4.1248,4.4
中债国债收益率曲线,2008-03-18,3.025,3.0774,3.2374,3.7115,3.9321,3.9885,4.1151,4.4
中债国债收益率曲线,2008-03-19,3.02,3.051,3.2374,3.7111,3.9162,3.9683,4.075,4.39
中债国债收益率曲线,2008-03-20,3.0,3.0327,3.2298,3.6998,3.8949,3.9641,4.08,4.38
中债国债收益率曲线,2008-03-21,2.992,3.0338,3.2285,3.6988,3.8791,3.9492,4.08,4.3752
中债国债收益率曲线,2008-03-24,3.0019,3.0294,3.2232,3.7119,3.8807,3.9339,4.077,4.3652
中债国债收益率曲线,2008-03-25,3.0019,3.0558,3.1871,3.7004,3.7889,3.8803,4.0511,4.3502
中债国债收益率曲线,2008-03-26,2.98,3.0039,3.1846,3.6986,3.7958,3.8854,4.0404,4.3352
